cod_evaluation,cod_question,cod_metric,value
8,5725d183271a42140099d23f,F1,1.0
8,5725d183271a42140099d23f,EM@3,1.0
8,5725d183271a42140099d23f,F1@3,1.0
8,5725d183271a42140099d240,EM,1.0
8,5725d183271a42140099d240,F1,1.0
8,5725d183271a42140099d240,EM@3,1.0
8,5725d183271a42140099d240,F1@3,1.0
8,5725d183271a42140099d241,EM,1.0
8,5725d183271a42140099d241,F1,1.0
8,5725d183271a42140099d241,EM@3,1.0
8,5725d183271a42140099d241,F1@3,1.0
8,5725d34aec44d21400f3d639,EM,1.0
8,5725d34aec44d21400f3d639,F1,1.0
8,5725d34aec44d21400f3d639,EM@3,1.0
8,5725d34aec44d21400f3d639,F1@3,1.0
8,5725d34aec44d21400f3d63a,EM,1.0
8,5725d34aec44d21400f3d63a,F1,1.0
8,5725d34aec44d21400f3d63a,EM@3,1.0
8,5725d34aec44d21400f3d63a,F1@3,1.0
8,5725d34aec44d21400f3d63b,EM,1.0
8,5725d34aec44d21400f3d63b,F1,1.0
8,5725d34aec44d21400f3d63b,EM@3,1.0
8,5725d34aec44d21400f3d63b,F1@3,1.0
8,5725d34aec44d21400f3d63c,EM,1.0
8,5725d34aec44d21400f3d63c,F1,1.0
8,5725d34aec44d21400f3d63c,EM@3,1.0
8,5725d34aec44d21400f3d63c,F1@3,1.0
8,5725d34aec44d21400f3d63d,EM,1.0
8,5725d34aec44d21400f3d63d,F1,1.0
8,5725d34aec44d21400f3d63d,EM@3,1.0
8,5725d34aec44d21400f3d63d,F1@3,1.0
8,5725d42a89a1e219009abf58,EM,1.0
8,5725d42a89a1e219009abf58,F1,1.0
8,5725d42a89a1e219009abf58,EM@3,1.0
8,5725d42a89a1e219009abf58,F1@3,1.0
8,5725d42a89a1e219009abf59,EM,1.0
8,5725d42a89a1e219009abf59,F1,1.0
8,5725d42a89a1e219009abf59,EM@3,1.0
8,5725d42a89a1e219009abf59,F1@3,1.0
8,5725d42a89a1e219009abf5a,EM,1.0
8,5725d42a89a1e219009abf5a,F1,1.0
8,5725d42a89a1e219009abf5a,EM@3,1.0
8,5725d42a89a1e219009abf5a,F1@3,1.0
8,5725d42a89a1e219009abf5b,EM,1.0
8,5725d42a89a1e219009abf5b,F1,1.0
8,5725d42a89a1e219009abf5b,EM@3,1.0
8,5725d42a89a1e219009abf5b,F1@3,1.0
8,5725d42a89a1e219009abf5c,EM,1.0
8,5725d42a89a1e219009abf5c,F1,1.0
8,5725d42a89a1e219009abf5c,EM@3,1.0
8,5725d42a89a1e219009abf5c,F1@3,1.0
8,5725d662ec44d21400f3d687,EM,1.0
8,5725d662ec44d21400f3d687,F1,1.0
8,5725d662ec44d21400f3d687,EM@3,1.0
8,5725d662ec44d21400f3d687,F1@3,1.0
8,5725d662ec44d21400f3d688,EM,1.0
8,5725d662ec44d21400f3d688,F1,1.0
8,5725d662ec44d21400f3d688,EM@3,1.0
8,5725d662ec44d21400f3d688,F1@3,1.0
8,5725d662ec44d21400f3d689,EM,1.0
8,5725d662ec44d21400f3d689,F1,1.0
8,5725d662ec44d21400f3d689,EM@3,1.0
8,5725d662ec44d21400f3d689,F1@3,1.0
8,5725d662ec44d21400f3d68a,EM,0.0
8,5725d662ec44d21400f3d68a,F1,0.0
8,5725d662ec44d21400f3d68a,EM@3,0.0
8,5725d662ec44d21400f3d68a,F1@3,0.6
8,5725d662ec44d21400f3d68b,EM,1.0
8,5725d662ec44d21400f3d68b,F1,1.0
8,5725d662ec44d21400f3d68b,EM@3,1.0
8,5725d662ec44d21400f3d68b,F1@3,1.0
8,5725d7e438643c19005acdf9,EM,1.0
8,5725d7e438643c19005acdf9,F1,1.0
8,5725d7e438643c19005acdf9,EM@3,1.0
8,5725d7e438643c19005acdf9,F1@3,1.0
8,5725d7e438643c19005acdfa,EM,1.0
8,5725d7e438643c19005acdfa,F1,0.875
8,5725d7e438643c19005acdfa,EM@3,1.0
8,5725d7e438643c19005acdfa,F1@3,0.875
8,5725d7e438643c19005acdfb,EM,1.0
8,5725d7e438643c19005acdfb,F1,1.0
8,5725d7e438643c19005acdfb,EM@3,1.0
8,5725d7e438643c19005acdfb,F1@3,1.0
8,5725d7e438643c19005acdfc,EM,1.0
8,5725d7e438643c19005acdfc,F1,1.0
8,5725d7e438643c19005acdfc,EM@3,1.0
8,5725d7e438643c19005acdfc,F1@3,1.0
8,5725daa8ec44d21400f3d6b3,EM,1.0
8,5725daa8ec44d21400f3d6b3,F1,1.0
8,5725daa8ec44d21400f3d6b3,EM@3,1.0
8,5725daa8ec44d21400f3d6b3,F1@3,1.0
8,5725daa8ec44d21400f3d6b4,EM,1.0
8,5725daa8ec44d21400f3d6b4,F1,1.0
8,5725daa8ec44d21400f3d6b4,EM@3,1.0
8,5725daa8ec44d21400f3d6b4,F1@3,1.0
8,5725daa8ec44d21400f3d6b5,EM,1.0
8,5725daa8ec44d21400f3d6b5,F1,1.0
8,5725daa8ec44d21400f3d6b5,EM@3,1.0
8,5725daa8ec44d21400f3d6b5,F1@3,1.0
8,5725daa8ec44d21400f3d6b6,EM,1.0
8,5725daa8ec44d21400f3d6b6,F1,1.0
8,5725daa8ec44d21400f3d6b6,EM@3,1.0
8,5725daa8ec44d21400f3d6b6,F1@3,1.0
8,5725daa8ec44d21400f3d6b7,EM,1.0
8,5725daa8ec44d21400f3d6b7,F1,1.0
8,5725daa8ec44d21400f3d6b7,EM@3,1.0
8,5725daa8ec44d21400f3d6b7,F1@3,1.0
8,5725db98ec44d21400f3d6c5,EM,0.0
8,5725db98ec44d21400f3d6c5,F1,0.888888888888889
8,5725db98ec44d21400f3d6c5,EM@3,1.0
8,5725db98ec44d21400f3d6c5,F1@3,1.0
8,5725db98ec44d21400f3d6c6,EM,1.0
8,5725db98ec44d21400f3d6c6,F1,0.8333333333333334
8,5725db98ec44d21400f3d6c6,EM@3,1.0
8,5725db98ec44d21400f3d6c6,F1@3,0.9090909090909092
8,5725db98ec44d21400f3d6c7,EM,0.0
8,5725db98ec44d21400f3d6c7,F1,0.5
8,5725db98ec44d21400f3d6c7,EM@3,1.0
8,5725db98ec44d21400f3d6c7,F1@3,1.0
8,5725db98ec44d21400f3d6c8,EM,1.0
8,5725db98ec44d21400f3d6c8,F1,1.0
8,5725db98ec44d21400f3d6c8,EM@3,1.0
8,5725db98ec44d21400f3d6c8,F1@3,1.0
8,5725db98ec44d21400f3d6c9,EM,1.0
8,5725db98ec44d21400f3d6c9,F1,1.0
8,5725db98ec44d21400f3d6c9,EM@3,1.0
8,5725db98ec44d21400f3d6c9,F1@3,1.0
8,5725dd7d89a1e219009abfea,EM,1.0
8,5725dd7d89a1e219009abfea,F1,1.0
8,5725dd7d89a1e219009abfea,EM@3,1.0
8,5725dd7d89a1e219009abfea,F1@3,1.0
8,5725dd7d89a1e219009abfeb,EM,1.0
8,5725dd7d89a1e219009abfeb,F1,1.0
8,5725dd7d89a1e219009abfeb,EM@3,1.0
8,5725dd7d89a1e219009abfeb,F1@3,1.0
8,5725dd7d89a1e219009abfec,EM,1.0
8,5725dd7d89a1e219009abfec,F1,1.0
8,5725dd7d89a1e219009abfec,EM@3,1.0
8,5725dd7d89a1e219009abfec,F1@3,1.0
8,5725dd7d89a1e219009abfed,EM,1.0
8,5725dd7d89a1e219009abfed,F1,1.0
8,5725dd7d89a1e219009abfed,EM@3,1.0
8,5725dd7d89a1e219009abfed,F1@3,1.0
8,5725dd7d89a1e219009abfee,EM,1.0
8,5725dd7d89a1e219009abfee,F1,1.0
8,5725dd7d89a1e219009abfee,EM@3,1.0
8,5725dd7d89a1e219009abfee,F1@3,1.0
8,5725e1c4271a42140099d2d7,EM,0.0
8,5725e1c4271a42140099d2d7,F1,0.6666666666666666
8,5725e1c4271a42140099d2d7,EM@3,1.0
8,5725e1c4271a42140099d2d7,F1@3,1.0
8,5725e1c4271a42140099d2d8,EM,1.0
8,5725e1c4271a42140099d2d8,F1,1.0
8,5725e1c4271a42140099d2d8,EM@3,1.0
8,5725e1c4271a42140099d2d8,F1@3,1.0
8,5725e1c4271a42140099d2d9,EM,0.0
8,5725e1c4271a42140099d2d9,F1,0.0
8,5725e1c4271a42140099d2d9,EM@3,0.0
8,5725e1c4271a42140099d2d9,F1@3,0.0
8,5725e1c4271a42140099d2da,EM,1.0
8,5725e1c4271a42140099d2da,F1,1.0
8,5725e1c4271a42140099d2da,EM@3,1.0
8,5725e1c4271a42140099d2da,F1@3,1.0
8,5725e1c4271a42140099d2db,EM,1.0
8,5725e1c4271a42140099d2db,F1,1.0
8,5725e1c4271a42140099d2db,EM@3,1.0
8,5725e1c4271a42140099d2db,F1@3,1.0
8,5725e45689a1e219009ac048,EM,1.0
8,5725e45689a1e219009ac048,F1,1.0
8,5725e45689a1e219009ac048,EM@3,1.0
8,5725e45689a1e219009ac048,F1@3,1.0
8,5725e45689a1e219009ac049,EM,1.0
8,5725e45689a1e219009ac049,F1,1.0
8,5725e45689a1e219009ac049,EM@3,1.0
8,5725e45689a1e219009ac049,F1@3,1.0
8,5725e45689a1e219009ac04a,EM,1.0
8,5725e45689a1e219009ac04a,F1,1.0
8,5725e45689a1e219009ac04a,EM@3,1.0
8,5725e45689a1e219009ac04a,F1@3,1.0
8,5725e45689a1e219009ac04b,EM,1.0
8,5725e45689a1e219009ac04b,F1,1.0
8,5725e45689a1e219009ac04b,EM@3,1.0
8,5725e45689a1e219009ac04b,F1@3,1.0
8,5725e45689a1e219009ac04c,EM,1.0
8,5725e45689a1e219009ac04c,F1,1.0
8,5725e45689a1e219009ac04c,EM@3,1.0
8,5725e45689a1e219009ac04c,F1@3,1.0
8,5725e748ec44d21400f3d733,EM,0.0
8,5725e748ec44d21400f3d733,F1,0.0
8,5725e748ec44d21400f3d733,EM@3,0.0
8,5725e748ec44d21400f3d733,F1@3,0.1818181818181818
8,5725e748ec44d21400f3d734,EM,1.0
8,5725e748ec44d21400f3d734,F1,1.0
8,5725e748ec44d21400f3d734,EM@3,1.0
8,5725e748ec44d21400f3d734,F1@3,1.0
8,5725e748ec44d21400f3d735,EM,1.0
8,5725e748ec44d21400f3d735,F1,1.0
8,5725e748ec44d21400f3d735,EM@3,1.0
8,5725e748ec44d21400f3d735,F1@3,1.0
8,5725e748ec44d21400f3d736,EM,1.0
8,5725e748ec44d21400f3d736,F1,1.0
8,5725e748ec44d21400f3d736,EM@3,1.0
8,5725e748ec44d21400f3d736,F1@3,1.0
8,5725ec8289a1e219009ac0ae,EM,0.0
8,5725ec8289a1e219009ac0ae,F1,0.4444444444444445
8,5725ec8289a1e219009ac0ae,EM@3,1.0
8,5725ec8289a1e219009ac0ae,F1@3,1.0
8,5725ec8289a1e219009ac0af,EM,1.0
8,5725ec8289a1e219009ac0af,F1,1.0
8,5725ec8289a1e219009ac0af,EM@3,1.0
8,5725ec8289a1e219009ac0af,F1@3,1.0
8,5725ec8289a1e219009ac0b0,EM,1.0
8,5725ec8289a1e219009ac0b0,F1,1.0
8,5725ec8289a1e219009ac0b0,EM@3,1.0
8,5725ec8289a1e219009ac0b0,F1@3,1.0
8,5725ec8289a1e219009ac0b1,EM,1.0
8,5725ec8289a1e219009ac0b1,F1,1.0
8,5725ec8289a1e219009ac0b1,EM@3,1.0
8,5725ec8289a1e219009ac0b1,F1@3,1.0
8,5725ec8289a1e219009ac0b2,EM,1.0
8,5725ec8289a1e219009ac0b2,F1,1.0
8,5725ec8289a1e219009ac0b2,EM@3,1.0
8,5725ec8289a1e219009ac0b2,F1@3,1.0
8,5725edfe38643c19005ace9f,EM,1.0
8,5725edfe38643c19005ace9f,F1,1.0
8,5725edfe38643c19005ace9f,EM@3,1.0
8,5725edfe38643c19005ace9f,F1@3,1.0
8,5725edfe38643c19005acea0,EM,1.0
8,5725edfe38643c19005acea0,F1,1.0
8,5725edfe38643c19005acea0,EM@3,1.0
8,5725edfe38643c19005acea0,F1@3,1.0
8,5725edfe38643c19005acea1,EM,1.0
8,5725edfe38643c19005acea1,F1,1.0
8,5725edfe38643c19005acea1,EM@3,1.0
8,5725edfe38643c19005acea1,F1@3,1.0
8,5725edfe38643c19005acea2,EM,1.0
8,5725edfe38643c19005acea2,F1,1.0
8,5725edfe38643c19005acea2,EM@3,1.0
8,5725edfe38643c19005acea2,F1@3,1.0
8,5725edfe38643c19005acea3,EM,0.0
8,5725edfe38643c19005acea3,F1,0.0
8,5725edfe38643c19005acea3,EM@3,0.0
8,5725edfe38643c19005acea3,F1@3,0.6666666666666666
8,5725f00938643c19005aced7,EM,1.0
8,5725f00938643c19005aced7,F1,1.0
8,5725f00938643c19005aced7,EM@3,1.0
8,5725f00938643c19005aced7,F1@3,1.0
8,5725f00938643c19005aced8,EM,1.0
8,5725f00938643c19005aced8,F1,1.0
8,5725f00938643c19005aced8,EM@3,1.0
8,5725f00938643c19005aced8,F1@3,1.0
8,5725f00938643c19005aced9,EM,1.0
8,5725f00938643c19005aced9,F1,1.0
8,5725f00938643c19005aced9,EM@3,1.0
8,5725f00938643c19005aced9,F1@3,1.0
8,5725f00938643c19005aceda,EM,1.0
8,5725f00938643c19005aceda,F1,1.0
8,5725f00938643c19005aceda,EM@3,1.0
8,5725f00938643c19005aceda,F1@3,1.0
8,5725f00938643c19005acedb,EM,1.0
8,5725f00938643c19005acedb,F1,1.0
8,5725f00938643c19005acedb,EM@3,1.0
8,5725f00938643c19005acedb,F1@3,1.0
8,5725f190ec44d21400f3d76f,EM,1.0
8,5725f190ec44d21400f3d76f,F1,1.0
8,5725f190ec44d21400f3d76f,EM@3,1.0
8,5725f190ec44d21400f3d76f,F1@3,1.0
8,5725f190ec44d21400f3d770,EM,1.0
8,5725f190ec44d21400f3d770,F1,1.0
8,5725f190ec44d21400f3d770,EM@3,1.0
8,5725f190ec44d21400f3d770,F1@3,1.0
8,5725f190ec44d21400f3d771,EM,1.0
8,5725f190ec44d21400f3d771,F1,1.0
8,5725f190ec44d21400f3d771,EM@3,1.0
8,5725f190ec44d21400f3d771,F1@3,1.0
8,5725f190ec44d21400f3d772,EM,1.0
8,5725f190ec44d21400f3d772,F1,1.0
8,5725f190ec44d21400f3d772,EM@3,1.0
8,5725f190ec44d21400f3d772,F1@3,1.0
8,5725f190ec44d21400f3d773,EM,1.0
8,5725f190ec44d21400f3d773,F1,1.0
8,5725f190ec44d21400f3d773,EM@3,1.0
8,5725f190ec44d21400f3d773,F1@3,1.0
8,5725f2c838643c19005aceed,EM,1.0
8,5725f2c838643c19005aceed,F1,1.0
8,5725f2c838643c19005aceed,EM@3,1.0
8,5725f2c838643c19005aceed,F1@3,1.0
8,5725f2c838643c19005aceee,EM,0.0
8,5725f2c838643c19005aceee,F1,0.0
8,5725f2c838643c19005aceee,EM@3,0.0
8,5725f2c838643c19005aceee,F1@3,0.5
8,5725f2c838643c19005aceef,EM,1.0
8,5725f2c838643c19005aceef,F1,1.0
8,5725f2c838643c19005aceef,EM@3,1.0
8,5725f2c838643c19005aceef,F1@3,1.0
8,5725f2c838643c19005acef0,EM,1.0
8,5725f2c838643c19005acef0,F1,1.0
8,5725f2c838643c19005acef0,EM@3,1.0
8,5725f2c838643c19005acef0,F1@3,1.0
8,5725f2c838643c19005acef1,EM,1.0
8,5725f2c838643c19005acef1,F1,0.7692307692307693
8,5725f2c838643c19005acef1,EM@3,1.0
8,5725f2c838643c19005acef1,F1@3,0.7692307692307693
8,5725f46289a1e219009ac0fa,EM,1.0
8,5725f46289a1e219009ac0fa,F1,1.0
8,5725f46289a1e219009ac0fa,EM@3,1.0
8,5725f46289a1e219009ac0fa,F1@3,1.0
8,5725f46289a1e219009ac0fb,EM,1.0
8,5725f46289a1e219009ac0fb,F1,1.0
8,5725f46289a1e219009ac0fb,EM@3,1.0
8,5725f46289a1e219009ac0fb,F1@3,1.0
8,5725f46289a1e219009ac0fc,EM,1.0
8,5725f46289a1e219009ac0fc,F1,1.0
8,5725f46289a1e219009ac0fc,EM@3,1.0
8,5725f46289a1e219009ac0fc,F1@3,1.0
8,5725f46289a1e219009ac0fd,EM,1.0
8,5725f46289a1e219009ac0fd,F1,1.0
8,5725f46289a1e219009ac0fd,EM@3,1.0
8,5725f46289a1e219009ac0fd,F1@3,1.0
8,5725f46289a1e219009ac0fe,EM,0.0
8,5725f46289a1e219009ac0fe,F1,0.8571428571428571
8,5725f46289a1e219009ac0fe,EM@3,0.0
8,5725f46289a1e219009ac0fe,F1@3,0.8571428571428571
8,5725f5b1271a42140099d371,EM,0.0
8,5725f5b1271a42140099d371,F1,0.0
8,5725f5b1271a42140099d371,EM@3,0.0
8,5725f5b1271a42140099d371,F1@3,0.0
8,5725f5b1271a42140099d372,EM,1.0
8,5725f5b1271a42140099d372,F1,1.0
8,5725f5b1271a42140099d372,EM@3,1.0
8,5725f5b1271a42140099d372,F1@3,1.0
8,5725f5b1271a42140099d373,EM,1.0
8,5725f5b1271a42140099d373,F1,1.0
8,5725f5b1271a42140099d373,EM@3,1.0
8,5725f5b1271a42140099d373,F1@3,1.0
8,5725f5b1271a42140099d374,EM,1.0
8,5725f5b1271a42140099d374,F1,1.0
8,5725f5b1271a42140099d374,EM@3,1.0
8,5725f5b1271a42140099d374,F1@3,1.0
8,5725f5b1271a42140099d375,EM,1.0
8,5725f5b1271a42140099d375,F1,1.0
8,5725f5b1271a42140099d375,EM@3,1.0
8,5725f5b1271a42140099d375,F1@3,1.0
8,5725f6e138643c19005acf19,EM,1.0
8,5725f6e138643c19005acf19,F1,1.0
8,5725f6e138643c19005acf19,EM@3,1.0
8,5725f6e138643c19005acf19,F1@3,1.0
8,5725f6e138643c19005acf1a,EM,1.0
8,5725f6e138643c19005acf1a,F1,1.0
8,5725f6e138643c19005acf1a,EM@3,1.0
8,5725f6e138643c19005acf1a,F1@3,1.0
8,5725f6e138643c19005acf1b,EM,1.0
8,5725f6e138643c19005acf1b,F1,1.0
8,5725f6e138643c19005acf1b,EM@3,1.0
8,5725f6e138643c19005acf1b,F1@3,1.0
8,5725f6e138643c19005acf1c,EM,1.0
8,5725f6e138643c19005acf1c,F1,1.0
8,5725f6e138643c19005acf1c,EM@3,1.0
8,5725f6e138643c19005acf1c,F1@3,1.0
8,5725f6e138643c19005acf1d,EM,1.0
8,5725f6e138643c19005acf1d,F1,1.0
8,5725f6e138643c19005acf1d,EM@3,1.0
8,5725f6e138643c19005acf1d,F1@3,1.0
8,5725f7cd38643c19005acf23,EM,1.0
8,5725f7cd38643c19005acf23,F1,1.0
8,5725f7cd38643c19005acf23,EM@3,1.0
8,5725f7cd38643c19005acf23,F1@3,1.0
8,5725f7cd38643c19005acf24,EM,1.0
8,5725f7cd38643c19005acf24,F1,1.0
8,5725f7cd38643c19005acf24,EM@3,1.0
8,5725f7cd38643c19005acf24,F1@3,1.0
8,5725f7cd38643c19005acf25,EM,1.0
8,5725f7cd38643c19005acf25,F1,1.0
8,5725f7cd38643c19005acf25,EM@3,1.0
8,5725f7cd38643c19005acf25,F1@3,1.0
8,5725f7cd38643c19005acf26,EM,1.0
8,5725f7cd38643c19005acf26,F1,1.0
8,5725f7cd38643c19005acf26,EM@3,1.0
8,5725f7cd38643c19005acf26,F1@3,1.0
8,5725f7cd38643c19005acf27,EM,1.0
8,5725f7cd38643c19005acf27,F1,1.0
8,5725f7cd38643c19005acf27,EM@3,1.0
8,5725f7cd38643c19005acf27,F1@3,1.0
8,5725f8f5ec44d21400f3d7b1,EM,1.0
8,5725f8f5ec44d21400f3d7b1,F1,1.0
8,5725f8f5ec44d21400f3d7b1,EM@3,1.0
8,5725f8f5ec44d21400f3d7b1,F1@3,1.0
8,5725f8f5ec44d21400f3d7b2,EM,1.0
8,5725f8f5ec44d21400f3d7b2,F1,1.0
8,5725f8f5ec44d21400f3d7b2,EM@3,1.0
8,5725f8f5ec44d21400f3d7b2,F1@3,1.0
8,5725f8f5ec44d21400f3d7b3,EM,1.0
8,5725f8f5ec44d21400f3d7b3,F1,1.0
8,5725f8f5ec44d21400f3d7b3,EM@3,1.0
8,5725f8f5ec44d21400f3d7b3,F1@3,1.0
8,5725f8f5ec44d21400f3d7b4,EM,1.0
8,5725f8f5ec44d21400f3d7b4,F1,1.0
8,5725f8f5ec44d21400f3d7b4,EM@3,1.0
8,5725f8f5ec44d21400f3d7b4,F1@3,1.0
8,5725f8f5ec44d21400f3d7b5,EM,1.0
8,5725f8f5ec44d21400f3d7b5,F1,1.0
8,5725f8f5ec44d21400f3d7b5,EM@3,1.0
8,5725f8f5ec44d21400f3d7b5,F1@3,1.0
8,5725fabc89a1e219009ac128,EM,1.0
8,5725fabc89a1e219009ac128,F1,1.0
8,5725fabc89a1e219009ac128,EM@3,1.0
8,5725fabc89a1e219009ac128,F1@3,1.0
8,5725fabc89a1e219009ac129,EM,1.0
8,5725fabc89a1e219009ac129,F1,1.0
8,5725fabc89a1e219009ac129,EM@3,1.0
8,5725fabc89a1e219009ac129,F1@3,1.0
8,5725fabc89a1e219009ac12a,EM,1.0
8,5725fabc89a1e219009ac12a,F1,1.0
8,5725fabc89a1e219009ac12a,EM@3,1.0
8,5725fabc89a1e219009ac12a,F1@3,1.0
8,5725fabc89a1e219009ac12b,EM,0.0
8,5725fabc89a1e219009ac12b,F1,0.6666666666666666
8,5725fabc89a1e219009ac12b,EM@3,1.0
8,5725fabc89a1e219009ac12b,F1@3,1.0
8,5725fabc89a1e219009ac12c,EM,1.0
8,5725fabc89a1e219009ac12c,F1,1.0
8,5725fabc89a1e219009ac12c,EM@3,1.0
8,5725fabc89a1e219009ac12c,F1@3,1.0
8,5725fb8138643c19005acf3f,EM,0.0
8,5725fb8138643c19005acf3f,F1,0.761904761904762
8,5725fb8138643c19005acf3f,EM@3,1.0
8,5725fb8138643c19005acf3f,F1@3,1.0
8,5725fb8138643c19005acf40,EM,1.0
8,5725fb8138643c19005acf40,F1,1.0
8,5725fb8138643c19005acf40,EM@3,1.0
8,5725fb8138643c19005acf40,F1@3,1.0
8,5725fb8138643c19005acf41,EM,1.0
8,5725fb8138643c19005acf41,F1,1.0
8,5725fb8138643c19005acf41,EM@3,1.0
8,5725fb8138643c19005acf41,F1@3,1.0
8,5725fb8138643c19005acf42,EM,1.0
8,5725fb8138643c19005acf42,F1,1.0
8,5725fb8138643c19005acf42,EM@3,1.0
8,5725fb8138643c19005acf42,F1@3,1.0
8,5725fb8138643c19005acf43,EM,1.0
8,5725fb8138643c19005acf43,F1,1.0
8,5725fb8138643c19005acf43,EM@3,1.0
8,5725fb8138643c19005acf43,F1@3,1.0
8,5725fcbe271a42140099d3ad,EM,1.0
8,5725fcbe271a42140099d3ad,F1,1.0
8,5725fcbe271a42140099d3ad,EM@3,1.0
8,5725fcbe271a42140099d3ad,F1@3,1.0
8,5725fcbe271a42140099d3ae,EM,1.0
8,5725fcbe271a42140099d3ae,F1,1.0
8,5725fcbe271a42140099d3ae,EM@3,1.0
8,5725fcbe271a42140099d3ae,F1@3,1.0
8,5725fcbe271a42140099d3af,EM,0.0
8,5725fcbe271a42140099d3af,F1,0.0
8,5725fcbe271a42140099d3af,EM@3,0.0
8,5725fcbe271a42140099d3af,F1@3,0.0
8,5725fcbe271a42140099d3b0,EM,1.0
8,5725fcbe271a42140099d3b0,F1,1.0
8,5725fcbe271a42140099d3b0,EM@3,1.0
8,5725fcbe271a42140099d3b0,F1@3,1.0
8,5725fe63ec44d21400f3d7dd,EM,1.0
8,5725fe63ec44d21400f3d7dd,F1,1.0
8,5725fe63ec44d21400f3d7dd,EM@3,1.0
8,5725fe63ec44d21400f3d7dd,F1@3,1.0
8,5725fe63ec44d21400f3d7de,EM,1.0
8,5725fe63ec44d21400f3d7de,F1,1.0
8,5725fe63ec44d21400f3d7de,EM@3,1.0
8,5725fe63ec44d21400f3d7de,F1@3,1.0
8,5725fe63ec44d21400f3d7df,EM,0.0
8,5725fe63ec44d21400f3d7df,F1,0.0
8,5725fe63ec44d21400f3d7df,EM@3,1.0
8,5725fe63ec44d21400f3d7df,F1@3,1.0
8,5725fe63ec44d21400f3d7e0,EM,1.0
8,5725fe63ec44d21400f3d7e0,F1,0.9411764705882352
8,5725fe63ec44d21400f3d7e0,EM@3,1.0
8,5725fe63ec44d21400f3d7e0,F1@3,0.9411764705882352
8,5725ff8238643c19005acf49,EM,1.0
8,5725ff8238643c19005acf49,F1,1.0
8,5725ff8238643c19005acf49,EM@3,1.0
8,5725ff8238643c19005acf49,F1@3,1.0
8,5725ff8238643c19005acf4a,EM,1.0
8,5725ff8238643c19005acf4a,F1,1.0
8,5725ff8238643c19005acf4a,EM@3,1.0
8,5725ff8238643c19005acf4a,F1@3,1.0
8,5725ff8238643c19005acf4b,EM,1.0
8,5725ff8238643c19005acf4b,F1,1.0
8,5725ff8238643c19005acf4b,EM@3,1.0
8,5725ff8238643c19005acf4b,F1@3,1.0
8,5725ff8238643c19005acf4c,EM,1.0
8,5725ff8238643c19005acf4c,F1,1.0
8,5725ff8238643c19005acf4c,EM@3,1.0
8,5725ff8238643c19005acf4c,F1@3,1.0
8,5725ff8238643c19005acf4d,EM,1.0
8,5725ff8238643c19005acf4d,F1,1.0
8,5725ff8238643c19005acf4d,EM@3,1.0
8,5725ff8238643c19005acf4d,F1@3,1.0
8,5725d34089a1e219009abf50,EM,1.0
8,5725d34089a1e219009abf50,F1,1.0
8,5725d34089a1e219009abf50,EM@3,1.0
8,5725d34089a1e219009abf50,F1@3,1.0
8,5725d34089a1e219009abf51,EM,1.0
8,5725d34089a1e219009abf51,F1,1.0
8,5725d34089a1e219009abf51,EM@3,1.0
8,5725d34089a1e219009abf51,F1@3,1.0
8,5725d34089a1e219009abf52,EM,1.0
8,5725d34089a1e219009abf52,F1,0.875
8,5725d34089a1e219009abf52,EM@3,1.0
8,5725d34089a1e219009abf52,F1@3,0.875
8,5725d34089a1e219009abf53,EM,1.0
8,5725d34089a1e219009abf53,F1,1.0
8,5725d34089a1e219009abf53,EM@3,1.0
8,5725d34089a1e219009abf53,F1@3,1.0
8,572632ceec44d21400f3dc2f,EM,1.0
8,572632ceec44d21400f3dc2f,F1,1.0
8,572632ceec44d21400f3dc2f,EM@3,1.0
8,572632ceec44d21400f3dc2f,F1@3,1.0
8,572632ceec44d21400f3dc30,EM,1.0
8,572632ceec44d21400f3dc30,F1,1.0
8,572632ceec44d21400f3dc30,EM@3,1.0
8,572632ceec44d21400f3dc30,F1@3,1.0
8,572632ceec44d21400f3dc31,EM,1.0
8,572632ceec44d21400f3dc31,F1,1.0
8,572632ceec44d21400f3dc31,EM@3,1.0
8,572632ceec44d21400f3dc31,F1@3,1.0
8,5725d52f89a1e219009abf78,EM,1.0
8,5725d52f89a1e219009abf78,F1,1.0
8,5725d52f89a1e219009abf78,EM@3,1.0
8,5725d52f89a1e219009abf78,F1@3,1.0
8,5725d52f89a1e219009abf79,EM,1.0
8,5725d52f89a1e219009abf79,F1,1.0
8,5725d52f89a1e219009abf79,EM@3,1.0
8,5725d52f89a1e219009abf79,F1@3,1.0
8,5725d52f89a1e219009abf7a,EM,1.0
8,5725d52f89a1e219009abf7a,F1,1.0
8,5725d52f89a1e219009abf7a,EM@3,1.0
8,5725d52f89a1e219009abf7a,F1@3,1.0
8,572634a789a1e219009ac56c,EM,1.0
8,572634a789a1e219009ac56c,F1,1.0
8,572634a789a1e219009ac56c,EM@3,1.0
8,572634a789a1e219009ac56c,F1@3,1.0
8,572634a789a1e219009ac56d,EM,0.0
8,572634a789a1e219009ac56d,F1,0.0
8,572634a789a1e219009ac56d,EM@3,0.0
8,572634a789a1e219009ac56d,F1@3,0.0
8,572634a789a1e219009ac56e,EM,1.0
8,572634a789a1e219009ac56e,F1,1.0
8,572634a789a1e219009ac56e,EM@3,1.0
8,572634a789a1e219009ac56e,F1@3,1.0
8,572634a789a1e219009ac56f,EM,0.0
